# t [s], T [K], YF
5.935500000002731993e-03,1.101989055149225578e+03,5.991580027257803476e-02
5.935600000002732267e-03,1.101989089614673958e+03,5.991579882750024816e-02
5.935700000002732540e-03,1.101989124080158263e+03,5.991579738242153869e-02
5.935800000002732814e-03,1.101989158545678492e+03,5.991579593734191328e-02
5.935900000002733087e-03,1.101989193011234420e+03,5.991579449226136500e-02
5.936000000002733361e-03,1.101989227476826272e+03,5.991579304717989385e-02
5.936100000002733634e-03,1.101989261942454050e+03,5.991579160209750676e-02
5.936200000002733908e-03,1.101989296408117752e+03,5.991579015701419680e-02
5.936300000002734181e-03,1.101989330873817153e+03,5.991578871192996397e-02
5.936400000002734455e-03,1.101989365339552478e+03,5.991578726684481521e-02
5.936500000002734728e-03,1.101989399805323728e+03,5.991578582175874357e-02
5.936600000002735002e-03,1.101989434271130676e+03,5.991578437667174906e-02
5.936700000002735275e-03,1.101989468736973549e+03,5.991578293158383861e-02
5.936800000002735549e-03,1.101989503202852347e+03,5.991578148649500529e-02
5.936900000002735822e-03,1.101989537668767070e+03,5.991578004140524910e-02
5.937000000002736096e-03,1.101989572134717491e+03,5.991577859631457698e-02
5.937100000002736369e-03,1.101989606600703837e+03,5.991577715122298198e-02
5.937200000002736643e-03,1.101989641066726108e+03,5.991577570613046411e-02
5.937300000002736916e-03,1.101989675532784304e+03,5.991577426103703030e-02
5.937400000002737190e-03,1.101989709998878197e+03,5.991577281594267362e-02
5.937500000002737463e-03,1.101989744465008016e+03,5.991577137084739407e-02
5.937600000002737737e-03,1.101989778931173760e+03,5.991576992575119859e-02
5.937700000002738010e-03,1.101989813397375201e+03,5.991576848065408023e-02
5.937800000002738283e-03,1.101989847863612567e+03,5.991576703555603900e-02
5.937900000002738557e-03,1.101989882329885859e+03,5.991576559045708184e-02
5.938000000002738830e-03,1.101989916796195075e+03,5.991576414535720180e-02
5.938100000002739104e-03,1.101989951262539989e+03,5.991576270025639889e-02
5.938200000002739377e-03,1.101989985728920828e+03,5.991576125515468004e-02
5.938300000002739651e-03,1.101990020195337593e+03,5.991575981005203833e-02
5.938400000002739924e-03,1.101990054661790282e+03,5.991575836494847374e-02
5.938500000002740198e-03,1.101990089128278669e+03,5.991575691984399321e-02
5.938600000002740471e-03,1.101990123594802981e+03,5.991575547473858981e-02
5.938700000002740745e-03,1.101990158061363218e+03,5.991575402963226354e-02
5.938800000002741018e-03,1.101990192527959152e+03,5.991575258452502134e-02
5.938900000002741292e-03,1.101990226994591012e+03,5.991575113941685626e-02
5.939000000002741565e-03,1.101990261461258797e+03,5.991574969430776831e-02
5.939100000002741839e-03,1.101990295927962507e+03,5.991574824919776443e-02
5.939200000002742112e-03,1.101990330394701914e+03,5.991574680408683767e-02
5.939300000002742386e-03,1.101990364861477246e+03,5.991574535897498804e-02
5.939400000002742659e-03,1.101990399328288504e+03,5.991574391386222248e-02
5.939500000002742933e-03,1.101990433795135687e+03,5.991574246874853404e-02
5.939600000002743206e-03,1.101990468262018567e+03,5.991574102363392273e-02
5.939700000002743480e-03,1.101990502728937372e+03,5.991573957851839549e-02
5.939800000002743753e-03,1.101990537195892102e+03,5.991573813340194538e-02
5.939900000002744027e-03,1.101990571662882758e+03,5.991573668828457239e-02
5.940000000002744300e-03,1.101990606129909111e+03,5.991573524316628346e-02
5.940100000002744574e-03,1.101990640596971389e+03,5.991573379804707167e-02
5.940200000002744847e-03,1.101990675064069592e+03,5.991573235292693700e-02
5.940300000002745121e-03,1.101990709531203720e+03,5.991573090780588640e-02
5.940400000002745394e-03,1.101990743998373546e+03,5.991572946268391292e-02
5.940500000002745667e-03,1.101990778465579297e+03,5.991572801756101657e-02
5.940600000002745941e-03,1.101990812932820972e+03,5.991572657243720429e-02
5.940700000002746214e-03,1.101990847400098573e+03,5.991572512731246913e-02
5.940800000002746488e-03,1.101990881867411872e+03,5.991572368218681111e-02
5.940900000002746761e-03,1.101990916334761096e+03,5.991572223706023714e-02
5.941000000002747035e-03,1.101990950802146244e+03,5.991572079193274031e-02
5.941100000002747308e-03,1.101990985269567318e+03,5.991571934680432060e-02
5.941200000002747582e-03,1.101991019737024089e+03,5.991571790167498496e-02
5.941300000002747855e-03,1.101991054204516786e+03,5.991571645654472644e-02
5.941400000002748129e-03,1.101991088672045407e+03,5.991571501141354505e-02
5.941500000002748402e-03,1.101991123139609954e+03,5.991571356628144773e-02
5.941600000002748676e-03,1.101991157607210198e+03,5.991571212114842754e-02
5.941700000002748949e-03,1.101991192074846367e+03,5.991571067601448447e-02
5.941800000002749223e-03,1.101991226542518461e+03,5.991570923087962547e-02
5.941900000002749496e-03,1.101991261010226481e+03,5.991570778574384359e-02
5.942000000002749770e-03,1.101991295477970198e+03,5.991570634060713885e-02
5.942100000002750043e-03,1.101991329945749840e+03,5.991570489546951817e-02
5.942200000002750317e-03,1.101991364413565407e+03,5.991570345033097461e-02
5.942300000002750590e-03,1.101991398881416899e+03,5.991570200519150818e-02
5.942400000002750864e-03,1.101991433349304089e+03,5.991570056005112582e-02
5.942500000002751137e-03,1.101991467817227203e+03,5.991569911490982059e-02
5.942600000002751411e-03,1.101991502285186243e+03,5.991569766976759248e-02
5.942700000002751684e-03,1.101991536753181208e+03,5.991569622462444844e-02
5.942800000002751958e-03,1.101991571221211871e+03,5.991569477948038153e-02
5.942900000002752231e-03,1.101991605689278458e+03,5.991569333433539174e-02
5.943000000002752505e-03,1.101991640157380971e+03,5.991569188918947908e-02
5.943100000002752778e-03,1.101991674625519408e+03,5.991569044404265049e-02
5.943200000002753051e-03,1.101991709093693544e+03,5.991568899889489902e-02
5.943300000002753325e-03,1.101991743561903604e+03,5.991568755374622468e-02
5.943400000002753598e-03,1.101991778030149590e+03,5.991568610859663441e-02
5.943500000002753872e-03,1.101991812498431500e+03,5.991568466344612126e-02
5.943600000002754145e-03,1.101991846966749335e+03,5.991568321829468524e-02
5.943700000002754419e-03,1.101991881435102869e+03,5.991568177314233329e-02
5.943800000002754692e-03,1.101991915903492327e+03,5.991568032798905846e-02
5.943900000002754966e-03,1.101991950371917710e+03,5.991567888283486076e-02
5.944000000002755239e-03,1.101991984840379018e+03,5.991567743767974713e-02
5.944100000002755513e-03,1.101992019308876024e+03,5.991567599252371062e-02
5.944200000002755786e-03,1.101992053777408955e+03,5.991567454736675125e-02
5.944300000002756060e-03,1.101992088245977811e+03,5.991567310220887593e-02
5.944400000002756333e-03,1.101992122714582592e+03,5.991567165705007775e-02
5.944500000002756607e-03,1.101992157183223298e+03,5.991567021189035669e-02
5.944600000002756880e-03,1.101992191651899702e+03,5.991566876672971970e-02
5.944700000002757154e-03,1.101992226120612031e+03,5.991566732156815983e-02
5.944800000002757427e-03,1.101992260589360285e+03,5.991566587640567709e-02
5.944900000002757701e-03,1.101992295058144464e+03,5.991566443124227842e-02
5.945000000002757974e-03,1.101992329526964340e+03,5.991566298607795688e-02
5.945100000002758248e-03,1.101992363995820142e+03,5.991566154091271246e-02
5.945200000002758521e-03,1.101992398464711869e+03,5.991566009574655211e-02
5.945300000002758795e-03,1.101992432933639520e+03,5.991565865057946888e-02
5.945400000002759068e-03,1.101992467402603097e+03,5.991565720541146278e-02
5.945500000002759342e-03,1.101992501871602371e+03,5.991565576024254075e-02
5.945600000002759615e-03,1.101992536340637571e+03,5.991565431507269585e-02
5.945700000002759888e-03,1.101992570809708695e+03,5.991565286990192807e-02
5.945800000002760162e-03,1.101992605278815745e+03,5.991565142473023742e-02
5.945900000002760435e-03,1.101992639747958492e+03,5.991564997955763083e-02
5.946000000002760709e-03,1.101992674217137164e+03,5.991564853438410138e-02
5.946100000002760982e-03,1.101992708686351762e+03,5.991564708920964905e-02
5.946200000002761256e-03,1.101992743155602284e+03,5.991564564403428078e-02
5.946300000002761529e-03,1.101992777624888731e+03,5.991564419885798964e-02
5.946400000002761803e-03,1.101992812094210876e+03,5.991564275368077563e-02
5.946500000002762076e-03,1.101992846563568946e+03,5.991564130850264569e-02
5.946600000002762350e-03,1.101992881032962941e+03,5.991563986332359287e-02
5.946700000002762623e-03,1.101992915502392862e+03,5.991563841814361718e-02
5.946800000002762897e-03,1.101992949971858707e+03,5.991563697296272556e-02
5.946900000002763170e-03,1.101992984441360250e+03,5.991563552778091106e-02
5.947000000002763444e-03,1.101993018910897717e+03,5.991563408259817369e-02
5.947100000002763717e-03,1.101993053380471110e+03,5.991563263741452039e-02
5.947200000002763991e-03,1.101993087850080428e+03,5.991563119222994421e-02
5.947300000002764264e-03,1.101993122319725671e+03,5.991562974704444516e-02
5.947400000002764538e-03,1.101993156789406612e+03,5.991562830185803018e-02
5.947500000002764811e-03,1.101993191259123478e+03,5.991562685667069232e-02
5.947600000002765085e-03,1.101993225728876268e+03,5.991562541148243159e-02
5.947700000002765358e-03,1.101993260198664984e+03,5.991562396629325493e-02
5.947800000002765632e-03,1.101993294668489625e+03,5.991562252110315540e-02
5.947900000002765905e-03,1.101993329138349964e+03,5.991562107591213299e-02
5.948000000002766179e-03,1.101993363608246227e+03,5.991561963072018770e-02
5.948100000002766452e-03,1.101993398078178416e+03,5.991561818552732649e-02
5.948200000002766726e-03,1.101993432548146529e+03,5.991561674033354240e-02
5.948300000002766999e-03,1.101993467018150568e+03,5.991561529513883544e-02
5.948400000002767272e-03,1.101993501488190304e+03,5.991561384994321254e-02
5.948500000002767546e-03,1.101993535958265966e+03,5.991561240474666677e-02
5.948600000002767819e-03,1.101993570428377552e+03,5.991561095954919813e-02
5.948700000002768093e-03,1.101993604898525064e+03,5.991560951435081356e-02
5.948800000002768366e-03,1.101993639368708500e+03,5.991560806915150611e-02
5.948900000002768640e-03,1.101993673838927634e+03,5.991560662395127579e-02
5.949000000002768913e-03,1.101993708309182693e+03,5.991560517875012953e-02
5.949100000002769187e-03,1.101993742779473678e+03,5.991560373354806041e-02
5.949200000002769460e-03,1.101993777249800587e+03,5.991560228834506840e-02
5.949300000002769734e-03,1.101993811720163421e+03,5.991560084314116047e-02
5.949400000002770007e-03,1.101993846190561953e+03,5.991559939793632966e-02
5.949500000002770281e-03,1.101993880660996410e+03,5.991559795273057598e-02
5.949600000002770554e-03,1.101993915131466792e+03,5.991559650752389943e-02
5.949700000002770828e-03,1.101993949601973100e+03,5.991559506231630694e-02
5.949800000002771101e-03,1.101993984072515332e+03,5.991559361710779158e-02
5.949900000002771375e-03,1.101994018543093489e+03,5.991559217189835335e-02
5.950000000002771648e-03,1.101994053013707344e+03,5.991559072668799918e-02
5.950100000002771922e-03,1.101994087484357124e+03,5.991558928147672214e-02
5.950200000002772195e-03,1.101994121955042829e+03,5.991558783626452223e-02
5.950300000002772469e-03,1.101994156425764459e+03,5.991558639105140638e-02
5.950400000002772742e-03,1.101994190896522014e+03,5.991558494583736766e-02
5.950500000002773016e-03,1.101994225367315266e+03,5.991558350062240607e-02
5.950600000002773289e-03,1.101994259838144444e+03,5.991558205540652854e-02
5.950700000002773563e-03,1.101994294309009547e+03,5.991558061018972814e-02
5.950800000002773836e-03,1.101994328779910575e+03,5.991557916497200487e-02
5.950900000002774110e-03,1.101994363250847528e+03,5.991557771975335872e-02
5.951000000002774383e-03,1.101994397721820405e+03,5.991557627453379664e-02
5.951100000002774656e-03,1.101994432192828981e+03,5.991557482931331169e-02
5.951200000002774930e-03,1.101994466663873482e+03,5.991557338409190386e-02
5.951300000002775203e-03,1.101994501134953907e+03,5.991557193886958010e-02
5.951400000002775477e-03,1.101994535606070258e+03,5.991557049364633347e-02
5.951500000002775750e-03,1.101994570077222534e+03,5.991556904842216397e-02
5.951600000002776024e-03,1.101994604548410734e+03,5.991556760319707853e-02
5.951700000002776297e-03,1.101994639019634633e+03,5.991556615797107022e-02
5.951800000002776571e-03,1.101994673490894456e+03,5.991556471274413903e-02
5.951900000002776844e-03,1.101994707962190205e+03,5.991556326751629191e-02
5.952000000002777118e-03,1.101994742433521878e+03,5.991556182228752192e-02
5.952100000002777391e-03,1.101994776904889477e+03,5.991556037705782906e-02
5.952200000002777665e-03,1.101994811376293001e+03,5.991555893182721332e-02
5.952300000002777938e-03,1.101994845847732222e+03,5.991555748659568165e-02
5.952400000002778212e-03,1.101994880319207368e+03,5.991555604136322710e-02
5.952500000002778485e-03,1.101994914790718440e+03,5.991555459612984968e-02
5.952600000002778759e-03,1.101994949262265436e+03,5.991555315089555633e-02
5.952700000002779032e-03,1.101994983733848358e+03,5.991555170566034011e-02
5.952800000002779306e-03,1.101995018205467204e+03,5.991555026042420101e-02
5.952900000002779579e-03,1.101995052677121748e+03,5.991554881518714598e-02
5.953000000002779853e-03,1.101995087148812217e+03,5.991554736994916808e-02
5.953100000002780126e-03,1.101995121620538612e+03,5.991554592471026730e-02
5.953200000002780400e-03,1.101995156092300931e+03,5.991554447947044365e-02
5.953300000002780673e-03,1.101995190564099175e+03,5.991554303422970407e-02
5.953400000002780947e-03,1.101995225035933345e+03,5.991554158898804161e-02
5.953500000002781220e-03,1.101995259507803212e+03,5.991554014374545628e-02
5.953600000002781494e-03,1.101995293979709004e+03,5.991553869850195502e-02
5.953700000002781767e-03,1.101995328451650721e+03,5.991553725325753088e-02
5.953800000002782040e-03,1.101995362923628363e+03,5.991553580801218387e-02
5.953900000002782314e-03,1.101995397395641930e+03,5.991553436276592093e-02
5.954000000002782587e-03,1.101995431867691423e+03,5.991553291751873511e-02
5.954100000002782861e-03,1.101995466339776840e+03,5.991553147227062642e-02
5.954200000002783134e-03,1.101995500811897955e+03,5.991553002702159486e-02
5.954300000002783408e-03,1.101995535284054995e+03,5.991552858177164737e-02
5.954400000002783681e-03,1.101995569756247960e+03,5.991552713652077700e-02
5.954500000002783955e-03,1.101995604228476850e+03,5.991552569126898375e-02
5.954600000002784228e-03,1.101995638700741665e+03,5.991552424601627458e-02
5.954700000002784502e-03,1.101995673173042405e+03,5.991552280076264253e-02
5.954800000002784775e-03,1.101995707645378843e+03,5.991552135550808761e-02
5.954900000002785049e-03,1.101995742117751206e+03,5.991551991025261675e-02
5.955000000002785322e-03,1.101995776590159494e+03,5.991551846499622302e-02
5.955100000002785596e-03,1.101995811062603707e+03,5.991551701973890642e-02
5.955200000002785869e-03,1.101995845535083845e+03,5.991551557448066695e-02
5.955300000002786143e-03,1.101995880007599908e+03,5.991551412922151154e-02
5.955400000002786416e-03,1.101995914480151896e+03,5.991551268396143326e-02
5.955500000002786690e-03,1.101995948952739582e+03,5.991551123870043211e-02
5.955600000002786963e-03,1.101995983425363193e+03,5.991550979343851502e-02
5.955700000002787237e-03,1.101996017898022728e+03,5.991550834817567506e-02
5.955800000002787510e-03,1.101996052370718189e+03,5.991550690291191222e-02
5.955900000002787784e-03,1.101996086843449575e+03,5.991550545764723346e-02
5.956000000002788057e-03,1.101996121316216886e+03,5.991550401238163182e-02
5.956100000002788331e-03,1.101996155789020122e+03,5.991550256711510730e-02
5.956200000002788604e-03,1.101996190261859056e+03,5.991550112184765992e-02
5.956300000002788878e-03,1.101996224734733914e+03,5.991549967657929660e-02
5.956400000002789151e-03,1.101996259207644698e+03,5.991549823131001040e-02
5.956500000002789424e-03,1.101996293680591407e+03,5.991549678603980134e-02
5.956600000002789698e-03,1.101996328153574041e+03,5.991549534076867634e-02
5.956700000002789971e-03,1.101996362626592600e+03,5.991549389549662846e-02
5.956800000002790245e-03,1.101996397099647083e+03,5.991549245022365772e-02
5.956900000002790518e-03,1.101996431572737492e+03,5.991549100494977104e-02
5.957000000002790792e-03,1.101996466045863599e+03,5.991548955967496148e-02
5.957100000002791065e-03,1.101996500519025631e+03,5.991548811439922906e-02
5.957200000002791339e-03,1.101996534992223587e+03,5.991548666912257376e-02
5.957300000002791612e-03,1.101996569465457469e+03,5.991548522384500253e-02
5.957400000002791886e-03,1.101996603938727276e+03,5.991548377856650842e-02
5.957500000002792159e-03,1.101996638412033008e+03,5.991548233328709144e-02
5.957600000002792433e-03,1.101996672885374664e+03,5.991548088800675853e-02
5.957700000002792706e-03,1.101996707358752246e+03,5.991547944272550275e-02
5.957800000002792980e-03,1.101996741832165526e+03,5.991547799744332409e-02
5.957900000002793253e-03,1.101996776305614731e+03,5.991547655216022256e-02
5.958000000002793527e-03,1.101996810779099860e+03,5.991547510687620509e-02
5.958100000002793800e-03,1.101996845252620915e+03,5.991547366159126475e-02
5.958200000002794074e-03,1.101996879726177895e+03,5.991547221630540154e-02
5.958300000002794347e-03,1.101996914199770799e+03,5.991547077101862240e-02
5.958400000002794621e-03,1.101996948673399629e+03,5.991546932573092038e-02
5.958500000002794894e-03,1.101996983147064384e+03,5.991546788044229549e-02
5.958600000002795168e-03,1.101997017620764836e+03,5.991546643515274773e-02
5.958700000002795441e-03,1.101997052094501214e+03,5.991546498986228403e-02
5.958800000002795715e-03,1.101997086568273517e+03,5.991546354457089746e-02
5.958900000002795988e-03,1.101997121042081744e+03,5.991546209927858802e-02
5.959000000002796262e-03,1.101997155515925897e+03,5.991546065398536264e-02
5.959100000002796535e-03,1.101997189989805975e+03,5.991545920869121439e-02
5.959200000002796808e-03,1.101997224463721977e+03,5.991545776339614326e-02
5.959300000002797082e-03,1.101997258937673905e+03,5.991545631810015621e-02
5.959400000002797355e-03,1.101997293411661531e+03,5.991545487280324628e-02
5.959500000002797629e-03,1.101997327885685081e+03,5.991545342750541348e-02
5.959600000002797902e-03,1.101997362359744557e+03,5.991545198220665780e-02
5.959700000002798176e-03,1.101997396833839957e+03,5.991545053690698619e-02
5.959800000002798449e-03,1.101997431307971283e+03,5.991544909160639171e-02
5.959900000002798723e-03,1.101997465782138534e+03,5.991544764630487435e-02
5.960000000002798996e-03,1.101997500256341709e+03,5.991544620100244106e-02
5.960100000002799270e-03,1.101997534730580810e+03,5.991544475569908490e-02
5.960200000002799543e-03,1.101997569204855836e+03,5.991544331039480586e-02
5.960300000002799817e-03,1.101997603679166559e+03,5.991544186508960396e-02
5.960400000002800090e-03,1.101997638153513208e+03,5.991544041978348611e-02
5.960500000002800364e-03,1.101997672627895781e+03,5.991543897447644540e-02
5.960600000002800637e-03,1.101997707102314280e+03,5.991543752916848181e-02
5.960700000002800911e-03,1.101997741576768703e+03,5.991543608385960229e-02
5.960800000002801184e-03,1.101997776051259052e+03,5.991543463854979990e-02
5.960900000002801458e-03,1.101997810525785326e+03,5.991543319323907463e-02
5.961000000002801731e-03,1.101997845000347525e+03,5.991543174792742649e-02
5.961100000002802005e-03,1.101997879474945648e+03,5.991543030261486241e-02
5.961200000002802278e-03,1.101997913949579697e+03,5.991542885730137546e-02
5.961300000002802552e-03,1.101997948424249444e+03,5.991542741198696564e-02
5.961400000002802825e-03,1.101997982898955115e+03,5.991542596667163989e-02
5.961500000002803099e-03,1.101998017373696712e+03,5.991542452135539126e-02
5.961600000002803372e-03,1.101998051848474233e+03,5.991542307603821976e-02
5.961700000002803645e-03,1.101998086323287680e+03,5.991542163072012539e-02
5.961800000002803919e-03,1.101998120798137052e+03,5.991542018540111508e-02
5.961900000002804192e-03,1.101998155273022348e+03,5.991541874008118190e-02
5.962000000002804466e-03,1.101998189747943570e+03,5.991541729476032585e-02
5.962100000002804739e-03,1.101998224222900717e+03,5.991541584943855386e-02
5.962200000002805013e-03,1.101998258697893789e+03,5.991541440411585900e-02
5.962300000002805286e-03,1.101998293172922786e+03,5.991541295879224127e-02
5.962400000002805560e-03,1.101998327647987480e+03,5.991541151346770067e-02
5.962500000002805833e-03,1.101998362123088100e+03,5.991541006814224413e-02
5.962600000002806107e-03,1.101998396598224645e+03,5.991540862281586471e-02
5.962700000002806380e-03,1.101998431073397114e+03,5.991540717748856243e-02
5.962800000002806654e-03,1.101998465548605509e+03,5.991540573216034421e-02
5.962900000002806927e-03,1.101998500023849829e+03,5.991540428683120312e-02
5.963000000002807201e-03,1.101998534499130074e+03,5.991540284150113915e-02
5.963100000002807474e-03,1.101998568974446243e+03,5.991540139617015231e-02
5.963200000002807748e-03,1.101998603449798338e+03,5.991539995083824954e-02
5.963300000002808021e-03,1.101998637925186358e+03,5.991539850550542390e-02
5.963400000002808295e-03,1.101998672400610303e+03,5.991539706017167538e-02
5.963500000002808568e-03,1.101998706876069946e+03,5.991539561483700399e-02
5.963600000002808842e-03,1.101998741351565513e+03,5.991539416950141667e-02
5.963700000002809115e-03,1.101998775827097006e+03,5.991539272416490647e-02
5.963800000002809389e-03,1.101998810302664424e+03,5.991539127882747340e-02
5.963900000002809662e-03,1.101998844778267767e+03,5.991538983348912439e-02
5.964000000002809936e-03,1.101998879253907035e+03,5.991538838814985252e-02
5.964100000002810209e-03,1.101998913729582227e+03,5.991538694280965777e-02
5.964200000002810483e-03,1.101998948205293345e+03,5.991538549746854014e-02
5.964300000002810756e-03,1.101998982681040388e+03,5.991538405212650659e-02
5.964400000002811029e-03,1.101999017156823356e+03,5.991538260678355016e-02
5.964500000002811303e-03,1.101999051632642249e+03,5.991538116143967085e-02
5.964600000002811576e-03,1.101999086108497067e+03,5.991537971609487562e-02
5.964700000002811850e-03,1.101999120584387811e+03,5.991537827074915751e-02
5.964800000002812123e-03,1.101999155060314251e+03,5.991537682540251653e-02
5.964900000002812397e-03,1.101999189536276617e+03,5.991537538005495267e-02
5.965000000002812670e-03,1.101999224012274908e+03,5.991537393470647288e-02
5.965100000002812944e-03,1.101999258488309124e+03,5.991537248935707022e-02
5.965200000002813217e-03,1.101999292964379265e+03,5.991537104400674468e-02
5.965300000002813491e-03,1.101999327440485331e+03,5.991536959865549627e-02
5.965400000002813764e-03,1.101999361916627322e+03,5.991536815330333193e-02
5.965500000002814038e-03,1.101999396392805238e+03,5.991536670795024472e-02
5.965600000002814311e-03,1.101999430869019079e+03,5.991536526259623463e-02
5.965700000002814585e-03,1.101999465345268845e+03,5.991536381724130861e-02
5.965800000002814858e-03,1.101999499821554537e+03,5.991536237188545971e-02
5.965900000002815132e-03,1.101999534297876153e+03,5.991536092652868795e-02
5.966000000002815405e-03,1.101999568774233694e+03,5.991535948117099331e-02
5.966100000002815679e-03,1.101999603250627160e+03,5.991535803581238273e-02
5.966200000002815952e-03,1.101999637727056552e+03,5.991535659045284928e-02
5.966300000002816226e-03,1.101999672203521641e+03,5.991535514509239296e-02
5.966400000002816499e-03,1.101999706680022655e+03,5.991535369973102071e-02
5.966500000002816773e-03,1.101999741156559594e+03,5.991535225436872558e-02
5.966600000002817046e-03,1.101999775633132458e+03,5.991535080900550758e-02
5.966700000002817320e-03,1.101999810109741247e+03,5.991534936364136671e-02
5.966800000002817593e-03,1.101999844586385962e+03,5.991534791827630990e-02
5.966900000002817867e-03,1.101999879063066601e+03,5.991534647291033022e-02
5.967000000002818140e-03,1.101999913539783165e+03,5.991534502754342767e-02
5.967100000002818413e-03,1.101999948016535654e+03,5.991534358217560224e-02
5.967200000002818687e-03,1.101999982493324069e+03,5.991534213680686088e-02
5.967300000002818960e-03,1.102000016970148408e+03,5.991534069143719665e-02
5.967400000002819234e-03,1.102000051447008673e+03,5.991533924606660955e-02
5.967500000002819507e-03,1.102000085923904862e+03,5.991533780069510651e-02
5.967600000002819781e-03,1.102000120400836977e+03,5.991533635532268059e-02
5.967700000002820054e-03,1.102000154877805016e+03,5.991533490994933181e-02
5.967800000002820328e-03,1.102000189354808981e+03,5.991533346457506015e-02
5.967900000002820601e-03,1.102000223831848871e+03,5.991533201919987256e-02
5.968000000002820875e-03,1.102000258308924458e+03,5.991533057382376209e-02
5.968100000002821148e-03,1.102000292786035970e+03,5.991532912844672876e-02
5.968200000002821422e-03,1.102000327263183408e+03,5.991532768306877255e-02
5.968300000002821695e-03,1.102000361740366770e+03,5.991532623768990040e-02
5.968400000002821969e-03,1.102000396217586058e+03,5.991532479231010538e-02
5.968500000002822242e-03,1.102000430694841270e+03,5.991532334692938749e-02
5.968600000002822516e-03,1.102000465172132408e+03,5.991532190154774673e-02
5.968700000002822789e-03,1.102000499649459471e+03,5.991532045616519003e-02
5.968800000002823063e-03,1.102000534126822458e+03,5.991531901078171046e-02
5.968900000002823336e-03,1.102000568604221371e+03,5.991531756539730802e-02
5.969000000002823610e-03,1.102000603081656209e+03,5.991531612001198964e-02
5.969100000002823883e-03,1.102000637559126972e+03,5.991531467462574839e-02
5.969200000002824157e-03,1.102000672036633659e+03,5.991531322923858427e-02
5.969300000002824430e-03,1.102000706514176272e+03,5.991531178385049727e-02
5.969400000002824704e-03,1.102000740991754810e+03,5.991531033846149434e-02
5.969500000002824977e-03,1.102000775469369273e+03,5.991530889307156854e-02
5.969600000002825251e-03,1.102000809947019661e+03,5.991530744768071987e-02
5.969700000002825524e-03,1.102000844424705974e+03,5.991530600228894832e-02
5.969800000002825797e-03,1.102000878902428212e+03,5.991530455689626083e-02
5.969900000002826071e-03,1.102000913380186375e+03,5.991530311150265048e-02
5.970000000002826344e-03,1.102000947857980464e+03,5.991530166610811725e-02
5.970100000002826618e-03,1.102000982335810477e+03,5.991530022071266115e-02
5.970200000002826891e-03,1.102001016813676415e+03,5.991529877531628911e-02
5.970300000002827165e-03,1.102001051291578278e+03,5.991529732991899421e-02
5.970400000002827438e-03,1.102001085769516067e+03,5.991529588452077643e-02
5.970500000002827712e-03,1.102001120247489553e+03,5.991529443912164271e-02
5.970600000002827985e-03,1.102001154725498964e+03,5.991529299372158612e-02
5.970700000002828259e-03,1.102001189203544300e+03,5.991529154832060666e-02
5.970800000002828532e-03,1.102001223681625561e+03,5.991529010291870433e-02
5.970900000002828806e-03,1.102001258159742747e+03,5.991528865751588606e-02
5.971000000002829079e-03,1.102001292637895858e+03,5.991528721211214492e-02
5.971100000002829353e-03,1.102001327116084894e+03,5.991528576670748091e-02
5.971200000002829626e-03,1.102001361594309856e+03,5.991528432130189402e-02
5.971300000002829900e-03,1.102001396072570742e+03,5.991528287589539120e-02
5.971400000002830173e-03,1.102001430550867553e+03,5.991528143048796551e-02
5.971500000002830447e-03,1.102001465029200290e+03,5.991527998507961694e-02
5.971600000002830720e-03,1.102001499507568951e+03,5.991527853967034550e-02
5.971700000002830994e-03,1.102001533985973538e+03,5.991527709426015813e-02
5.971800000002831267e-03,1.102001568464414049e+03,5.991527564884904788e-02
5.971900000002831541e-03,1.102001602942890486e+03,5.991527420343701477e-02
5.972000000002831814e-03,1.102001637421402847e+03,5.991527275802406571e-02
5.972100000002832088e-03,1.102001671899951134e+03,5.991527131261019379e-02
5.972200000002832361e-03,1.102001706378535346e+03,5.991526986719539899e-02
5.972300000002832635e-03,1.102001740857155482e+03,5.991526842177968132e-02
5.972400000002832908e-03,1.102001775335811544e+03,5.991526697636304771e-02
5.972500000002833181e-03,1.102001809814503531e+03,5.991526553094549123e-02
5.972600000002833455e-03,1.102001844293231443e+03,5.991526408552701188e-02
5.972700000002833728e-03,1.102001878771995280e+03,5.991526264010760966e-02
5.972800000002834002e-03,1.102001913250795042e+03,5.991526119468729150e-02
5.972900000002834275e-03,1.102001947729630729e+03,5.991525974926605047e-02
5.973000000002834549e-03,1.102001982208502341e+03,5.991525830384388657e-02
5.973100000002834822e-03,1.102002016687409878e+03,5.991525685842079979e-02
5.973200000002835096e-03,1.102002051166353340e+03,5.991525541299679708e-02
5.973300000002835369e-03,1.102002085645332727e+03,5.991525396757187150e-02
5.973400000002835643e-03,1.102002120124348039e+03,5.991525252214602304e-02
5.973500000002835916e-03,1.102002154603399276e+03,5.991525107671925171e-02
5.973600000002836190e-03,1.102002189082486439e+03,5.991524963129156445e-02
5.973700000002836463e-03,1.102002223561609526e+03,5.991524818586295431e-02
5.973800000002836737e-03,1.102002258040768538e+03,5.991524674043342130e-02
5.973900000002837010e-03,1.102002292519963476e+03,5.991524529500296542e-02
5.974000000002837284e-03,1.102002326999194338e+03,5.991524384957159360e-02
5.974100000002837557e-03,1.102002361478461125e+03,5.991524240413929892e-02
5.974200000002837831e-03,1.102002395957763838e+03,5.991524095870608135e-02
