# t [s], T [K], YF
2.967000000000069408e-03,1.100980981485479560e+03,5.995829824149471327e-02
2.968000000000069541e-03,1.100981316278726354e+03,5.995828405766896047e-02
2.969000000000069674e-03,1.100981651075012451e+03,5.995826987375530576e-02
2.970000000000069806e-03,1.100981985874338307e+03,5.995825568975374220e-02
2.971000000000069939e-03,1.100982320676703921e+03,5.995824150566426980e-02
2.972000000000070072e-03,1.100982655482109521e+03,5.995822732148689549e-02
2.973000000000070205e-03,1.100982990290555563e+03,5.995821313722160539e-02
2.974000000000070337e-03,1.100983325102042045e+03,5.995819895286840645e-02
2.975000000000070470e-03,1.100983659916569195e+03,5.995818476842729866e-02
2.976000000000070603e-03,1.100983994734137013e+03,5.995817058389827509e-02
2.977000000000070735e-03,1.100984329554745955e+03,5.995815639928133572e-02
2.978000000000070868e-03,1.100984664378396246e+03,5.995814221457648058e-02
2.979000000000071001e-03,1.100984999205088116e+03,5.995812802978370964e-02
2.980000000000071134e-03,1.100985334034821562e+03,5.995811384490301599e-02
2.981000000000071266e-03,1.100985668867597042e+03,5.995809965993440654e-02
2.982000000000071399e-03,1.100986003703414553e+03,5.995808547487787438e-02
2.983000000000071532e-03,1.100986338542274325e+03,5.995807128973341948e-02
2.984000000000071665e-03,1.100986673384176584e+03,5.995805710450104187e-02
2.985000000000071797e-03,1.100987008229121557e+03,5.995804291918074153e-02
2.986000000000071930e-03,1.100987343077109472e+03,5.995802873377251152e-02
2.987000000000072063e-03,1.100987677928140556e+03,5.995801454827635185e-02
2.988000000000072195e-03,1.100988012782215037e+03,5.995800036269226252e-02
2.989000000000072328e-03,1.100988347639333142e+03,5.995798617702024352e-02
2.990000000000072461e-03,1.100988682499495098e+03,5.995797199126029486e-02
2.991000000000072594e-03,1.100989017362700906e+03,5.995795780541240960e-02
2.992000000000072726e-03,1.100989352228951020e+03,5.995794361947659468e-02
2.993000000000072859e-03,1.100989687098245440e+03,5.995792943345284315e-02
2.994000000000072992e-03,1.100990021970584394e+03,5.995791524734115502e-02
2.995000000000073125e-03,1.100990356845968108e+03,5.995790106114153029e-02
2.996000000000073257e-03,1.100990691724397038e+03,5.995788687485396201e-02
2.997000000000073390e-03,1.100991026605871184e+03,5.995787268847845713e-02
2.998000000000073523e-03,1.100991361490390773e+03,5.995785850201500872e-02
2.999000000000073655e-03,1.100991696377955805e+03,5.995784431546361676e-02
3.000000000000073788e-03,1.100992031268566734e+03,5.995783012882428126e-02
3.001000000000073921e-03,1.100992366162223789e+03,5.995781594209699528e-02
3.002000000000074054e-03,1.100992701058926968e+03,5.995780175528176575e-02
3.003000000000074186e-03,1.100993035958676728e+03,5.995778756837858575e-02
3.004000000000074319e-03,1.100993370861473068e+03,5.995777338138745527e-02
3.005000000000074452e-03,1.100993705767316214e+03,5.995775919430837431e-02
3.006000000000074585e-03,1.100994040676206623e+03,5.995774500714134286e-02
3.007000000000074717e-03,1.100994375588144294e+03,5.995773081988635400e-02
3.008000000000074850e-03,1.100994710503129454e+03,5.995771663254341466e-02
3.009000000000074983e-03,1.100995045421162331e+03,5.995770244511251790e-02
3.010000000000075115e-03,1.100995380342242925e+03,5.995768825759366372e-02
3.011000000000075248e-03,1.100995715266371690e+03,5.995767406998685212e-02
3.012000000000075381e-03,1.100996050193548854e+03,5.995765988229207616e-02
3.013000000000075514e-03,1.100996385123774417e+03,5.995764569450934278e-02
3.014000000000075646e-03,1.100996720057048833e+03,5.995763150663864505e-02
3.015000000000075779e-03,1.100997054993372103e+03,5.995761731867998295e-02
3.016000000000075912e-03,1.100997389932744682e+03,5.995760313063335650e-02
3.017000000000076045e-03,1.100997724875166568e+03,5.995758894249875876e-02
3.018000000000076177e-03,1.100998059820637991e+03,5.995757475427619665e-02
3.019000000000076310e-03,1.100998394769159177e+03,5.995756056596566325e-02
3.020000000000076443e-03,1.100998729720730353e+03,5.995754637756715855e-02
3.021000000000076575e-03,1.100999064675351747e+03,5.995753218908068255e-02
3.022000000000076708e-03,1.100999399633023359e+03,5.995751800050623526e-02
3.023000000000076841e-03,1.100999734593745643e+03,5.995750381184380973e-02
3.024000000000076974e-03,1.101000069557518600e+03,5.995748962309341290e-02
3.025000000000077106e-03,1.101000404524342684e+03,5.995747543425503784e-02
3.026000000000077239e-03,1.101000739494217896e+03,5.995746124532868454e-02
3.027000000000077372e-03,1.101001074467144463e+03,5.995744705631435301e-02
3.028000000000077505e-03,1.101001409443122839e+03,5.995743286721203630e-02
3.029000000000077637e-03,1.101001744422153024e+03,5.995741867802174135e-02
3.030000000000077770e-03,1.101002079404235246e+03,5.995740448874346123e-02
3.031000000000077903e-03,1.101002414389369733e+03,5.995739029937719594e-02
3.032000000000078035e-03,1.101002749377556484e+03,5.995737610992294547e-02
3.033000000000078168e-03,1.101003084368795953e+03,5.995736192038070983e-02
3.034000000000078301e-03,1.101003419363088369e+03,5.995734773075048207e-02
3.035000000000078434e-03,1.101003754360433732e+03,5.995733354103226220e-02
3.036000000000078566e-03,1.101004089360832495e+03,5.995731935122605022e-02
3.037000000000078699e-03,1.101004424364284660e+03,5.995730516133184612e-02
3.038000000000078832e-03,1.101004759370790453e+03,5.995729097134964991e-02
3.039000000000078965e-03,1.101005094380350101e+03,5.995727678127946159e-02
3.040000000000079097e-03,1.101005429392963833e+03,5.995726259112127421e-02
3.041000000000079230e-03,1.101005764408631876e+03,5.995724840087508778e-02
3.042000000000079363e-03,1.101006099427354457e+03,5.995723421054090230e-02
3.043000000000079495e-03,1.101006434449131802e+03,5.995722002011871776e-02
3.044000000000079628e-03,1.101006769473963914e+03,5.995720582960853418e-02
3.045000000000079761e-03,1.101007104501851245e+03,5.995719163901034460e-02
3.046000000000079894e-03,1.101007439532793796e+03,5.995717744832414903e-02
3.047000000000080026e-03,1.101007774566792023e+03,5.995716325754994747e-02
3.048000000000080159e-03,1.101008109603845924e+03,5.995714906668773991e-02
3.049000000000080292e-03,1.101008444643955727e+03,5.995713487573752637e-02
3.050000000000080425e-03,1.101008779687121660e+03,5.995712068469929990e-02
3.051000000000080557e-03,1.101009114733343949e+03,5.995710649357306743e-02
3.052000000000080690e-03,1.101009449782622823e+03,5.995709230235882203e-02
3.053000000000080823e-03,1.101009784834958509e+03,5.995707811105656371e-02
3.054000000000080955e-03,1.101010119890351234e+03,5.995706391966628551e-02
3.055000000000081088e-03,1.101010454948800998e+03,5.995704972818799439e-02
3.056000000000081221e-03,1.101010790010308256e+03,5.995703553662168339e-02
3.057000000000081354e-03,1.101011125074873007e+03,5.995702134496735253e-02
3.058000000000081486e-03,1.101011460142495480e+03,5.995700715322500179e-02
3.059000000000081619e-03,1.101011795213176129e+03,5.995699296139463119e-02
3.060000000000081752e-03,1.101012130286914953e+03,5.995697876947624072e-02
3.061000000000081885e-03,1.101012465363712181e+03,5.995696457746982344e-02
3.062000000000082017e-03,1.101012800443568040e+03,5.995695038537537935e-02
3.063000000000082150e-03,1.101013135526482756e+03,5.995693619319290846e-02
3.064000000000082283e-03,1.101013470612456331e+03,5.995692200092241075e-02
3.065000000000082415e-03,1.101013805701489218e+03,5.995690780856388624e-02
3.066000000000082548e-03,1.101014140793581419e+03,5.995689361611732798e-02
3.067000000000082681e-03,1.101014475888733386e+03,5.995687942358274292e-02
3.068000000000082814e-03,1.101014810986945122e+03,5.995686523096012410e-02
3.069000000000082946e-03,1.101015146088216852e+03,5.995685103824947154e-02
3.070000000000083079e-03,1.101015481192549032e+03,5.995683684545078523e-02
3.071000000000083212e-03,1.101015816299941662e+03,5.995682265256405824e-02
3.072000000000083345e-03,1.101016151410394968e+03,5.995680845958929056e-02
3.073000000000083477e-03,1.101016486523908952e+03,5.995679426652648913e-02
3.074000000000083610e-03,1.101016821640484068e+03,5.995678007337564702e-02
3.075000000000083743e-03,1.101017156760120542e+03,5.995676588013675729e-02
3.076000000000083875e-03,1.101017491882818376e+03,5.995675168680982686e-02
3.077000000000084008e-03,1.101017827008578024e+03,5.995673749339484881e-02
3.078000000000084141e-03,1.101018162137399486e+03,5.995672329989183008e-02
3.079000000000084274e-03,1.101018497269282989e+03,5.995670910630076372e-02
3.080000000000084406e-03,1.101018832404228988e+03,5.995669491262164974e-02
3.081000000000084539e-03,1.101019167542237483e+03,5.995668071885448119e-02
3.082000000000084672e-03,1.101019502683308701e+03,5.995666652499926502e-02
3.083000000000084805e-03,1.101019837827442871e+03,5.995665233105599429e-02
3.084000000000084937e-03,1.101020172974639991e+03,5.995663813702466899e-02
3.085000000000085070e-03,1.101020508124900516e+03,5.995662394290528913e-02
3.086000000000085203e-03,1.101020843278224675e+03,5.995660974869785470e-02
3.087000000000085335e-03,1.101021178434612466e+03,5.995659555440235877e-02
3.088000000000085468e-03,1.101021513594064118e+03,5.995658136001880828e-02
3.089000000000085601e-03,1.101021848756580084e+03,5.995656716554719629e-02
3.090000000000085734e-03,1.101022183922160366e+03,5.995655297098752279e-02
3.091000000000085866e-03,1.101022519090805190e+03,5.995653877633978779e-02
3.092000000000085999e-03,1.101022854262514784e+03,5.995652458160398435e-02
3.093000000000086132e-03,1.101023189437289375e+03,5.995651038678011940e-02
3.094000000000086265e-03,1.101023524615128963e+03,5.995649619186818602e-02
3.095000000000086397e-03,1.101023859796034003e+03,5.995648199686818419e-02
3.096000000000086530e-03,1.101024194980004722e+03,5.995646780178011392e-02
3.097000000000086663e-03,1.101024530167041121e+03,5.995645360660396828e-02
3.098000000000086795e-03,1.101024865357143426e+03,5.995643941133975419e-02
3.099000000000086928e-03,1.101025200550312093e+03,5.995642521598746472e-02
3.100000000000087061e-03,1.101025535746547121e+03,5.995641102054709987e-02
3.101000000000087194e-03,1.101025870945848737e+03,5.995639682501865964e-02
3.102000000000087326e-03,1.101026206148217170e+03,5.995638262940214402e-02
3.103000000000087459e-03,1.101026541353652647e+03,5.995636843369754609e-02
3.104000000000087592e-03,1.101026876562155394e+03,5.995635423790487278e-02
3.105000000000087725e-03,1.101027211773725412e+03,5.995634004202411715e-02
3.106000000000087857e-03,1.101027546988363156e+03,5.995632584605527921e-02
3.107000000000087990e-03,1.101027882206068625e+03,5.995631164999835894e-02
3.108000000000088123e-03,1.101028217426842275e+03,5.995629745385334941e-02
3.109000000000088255e-03,1.101028552650684105e+03,5.995628325762025757e-02
3.110000000000088388e-03,1.101028887877594343e+03,5.995626906129907646e-02
3.111000000000088521e-03,1.101029223107573216e+03,5.995625486488980610e-02
3.112000000000088654e-03,1.101029558340620952e+03,5.995624066839244648e-02
3.113000000000088786e-03,1.101029893576737777e+03,5.995622647180699066e-02
3.114000000000088919e-03,1.101030228815923920e+03,5.995621227513344559e-02
3.115000000000089052e-03,1.101030564058179380e+03,5.995619807837180432e-02
3.116000000000089185e-03,1.101030899303504611e+03,5.995618388152206685e-02
3.117000000000089317e-03,1.101031234551899615e+03,5.995616968458423318e-02
3.118000000000089450e-03,1.101031569803364846e+03,5.995615548755830332e-02
3.119000000000089583e-03,1.101031905057900303e+03,5.995614129044427032e-02
3.120000000000089715e-03,1.101032240315506215e+03,5.995612709324214112e-02
3.121000000000089848e-03,1.101032575576182808e+03,5.995611289595190879e-02
3.122000000000089981e-03,1.101032910839930310e+03,5.995609869857357332e-02
3.123000000000090114e-03,1.101033246106748948e+03,5.995608450110713472e-02
3.124000000000090246e-03,1.101033581376638722e+03,5.995607030355258604e-02
3.125000000000090379e-03,1.101033916649600087e+03,5.995605610590993423e-02
3.126000000000090512e-03,1.101034251925633043e+03,5.995604190817917234e-02
3.127000000000090645e-03,1.101034587204738045e+03,5.995602771036030038e-02
3.128000000000090777e-03,1.101034922486915093e+03,5.995601351245331834e-02
3.129000000000090910e-03,1.101035257772164414e+03,5.995599931445821928e-02
3.130000000000091043e-03,1.101035593060486235e+03,5.995598511637501016e-02
3.131000000000091175e-03,1.101035928351880784e+03,5.995597091820368402e-02
3.132000000000091308e-03,1.101036263646348289e+03,5.995595671994424086e-02
3.133000000000091441e-03,1.101036598943888976e+03,5.995594252159668069e-02
3.134000000000091574e-03,1.101036934244503072e+03,5.995592832316100351e-02
3.135000000000091706e-03,1.101037269548190579e+03,5.995591412463720238e-02
3.136000000000091839e-03,1.101037604854951951e+03,5.995589992602527729e-02
3.137000000000091972e-03,1.101037940164787187e+03,5.995588572732523519e-02
3.138000000000092105e-03,1.101038275477696743e+03,5.995587152853706914e-02
3.139000000000092237e-03,1.101038610793680618e+03,5.995585732966077219e-02
3.140000000000092370e-03,1.101038946112739040e+03,5.995584313069635130e-02
3.141000000000092503e-03,1.101039281434872237e+03,5.995582893164379951e-02
3.142000000000092635e-03,1.101039616760080435e+03,5.995581473250311683e-02
3.143000000000092768e-03,1.101039952088363634e+03,5.995580053327430325e-02
3.144000000000092901e-03,1.101040287419722290e+03,5.995578633395735879e-02
3.145000000000093034e-03,1.101040622754156402e+03,5.995577213455228344e-02
3.146000000000093166e-03,1.101040958091666425e+03,5.995575793505907025e-02
3.147000000000093299e-03,1.101041293432252360e+03,5.995574373547772618e-02
3.148000000000093432e-03,1.101041628775914432e+03,5.995572953580824427e-02
3.149000000000093565e-03,1.101041964122652871e+03,5.995571533605062453e-02
3.150000000000093697e-03,1.101042299472467903e+03,5.995570113620486002e-02
3.151000000000093830e-03,1.101042634825359755e+03,5.995568693627095769e-02
3.152000000000093963e-03,1.101042970181328656e+03,5.995567273624891058e-02
3.153000000000094095e-03,1.101043305540374831e+03,5.995565853613871871e-02
3.154000000000094228e-03,1.101043640902498282e+03,5.995564433594038206e-02
3.155000000000094361e-03,1.101043976267699463e+03,5.995563013565390065e-02
3.156000000000094494e-03,1.101044311635978374e+03,5.995561593527926753e-02
3.157000000000094626e-03,1.101044647007335470e+03,5.995560173481648963e-02
3.158000000000094759e-03,1.101044982381770751e+03,5.995558753426556003e-02
3.159000000000094892e-03,1.101045317759284444e+03,5.995557333362647873e-02
3.160000000000095025e-03,1.101045653139876777e+03,5.995555913289924571e-02
3.161000000000095157e-03,1.101045988523547976e+03,5.995554493208385405e-02
3.162000000000095290e-03,1.101046323910298042e+03,5.995553073118031068e-02
3.163000000000095423e-03,1.101046659300127430e+03,5.995551653018860866e-02
3.164000000000095555e-03,1.101046994693036140e+03,5.995550232910874799e-02
3.165000000000095688e-03,1.101047330089024626e+03,5.995548812794072868e-02
3.166000000000095821e-03,1.101047665488092889e+03,5.995547392668455072e-02
3.167000000000095954e-03,1.101048000890241156e+03,5.995545972534020718e-02
3.168000000000096086e-03,1.101048336295469653e+03,5.995544552390769805e-02
3.169000000000096219e-03,1.101048671703778609e+03,5.995543132238702333e-02
3.170000000000096352e-03,1.101049007115168251e+03,5.995541712077818303e-02
3.171000000000096485e-03,1.101049342529638807e+03,5.995540291908117714e-02
3.172000000000096617e-03,1.101049677947190503e+03,5.995538871729600566e-02
3.173000000000096750e-03,1.101050013367823340e+03,5.995537451542266166e-02
3.174000000000096883e-03,1.101050348791537772e+03,5.995536031346114514e-02
3.175000000000097015e-03,1.101050684218333799e+03,5.995534611141145609e-02
3.176000000000097148e-03,1.101051019648211650e+03,5.995533190927359452e-02
3.177000000000097281e-03,1.101051355081171550e+03,5.995531770704756042e-02
3.178000000000097414e-03,1.101051690517213729e+03,5.995530350473334685e-02
3.179000000000097546e-03,1.101052025956338412e+03,5.995528930233095383e-02
3.180000000000097679e-03,1.101052361398545827e+03,5.995527509984038134e-02
3.181000000000097812e-03,1.101052696843836202e+03,5.995526089726162938e-02
3.182000000000097945e-03,1.101053032292209537e+03,5.995524669459469796e-02
3.183000000000098077e-03,1.101053367743666286e+03,5.995523249183958014e-02
3.184000000000098210e-03,1.101053703198206449e+03,5.995521828899627592e-02
3.185000000000098343e-03,1.101054038655830254e+03,5.995520408606479223e-02
3.186000000000098475e-03,1.101054374116538156e+03,5.995518988304511521e-02
3.187000000000098608e-03,1.101054709580330154e+03,5.995517567993725178e-02
3.188000000000098741e-03,1.101055045047206249e+03,5.995516147674120194e-02
3.189000000000098874e-03,1.101055380517166896e+03,5.995514727345695877e-02
3.190000000000099006e-03,1.101055715990212320e+03,5.995513307008452225e-02
3.191000000000099139e-03,1.101056051466342751e+03,5.995511886662389239e-02
3.192000000000099272e-03,1.101056386945558188e+03,5.995510466307506919e-02
3.193000000000099405e-03,1.101056722427858858e+03,5.995509045943804571e-02
3.194000000000099537e-03,1.101057057913245217e+03,5.995507625571282889e-02
3.195000000000099670e-03,1.101057393401717263e+03,5.995506205189941179e-02
3.196000000000099803e-03,1.101057728893275225e+03,5.995504784799779441e-02
3.197000000000099935e-03,1.101058064387919330e+03,5.995503364400797675e-02
3.198000000000100068e-03,1.101058399885649806e+03,5.995501943992995186e-02
3.199000000000100201e-03,1.101058735386466651e+03,5.995500523576372670e-02
3.200000000000100334e-03,1.101059070890370322e+03,5.995499103150929432e-02
3.201000000000100466e-03,1.101059406397360817e+03,5.995497682716665472e-02
3.202000000000100599e-03,1.101059741907438593e+03,5.995496262273580790e-02
3.203000000000100732e-03,1.101060077420603648e+03,5.995494841821675386e-02
3.204000000000100865e-03,1.101060412936856210e+03,5.995493421360948566e-02
3.205000000000100997e-03,1.101060748456196507e+03,5.995492000891401024e-02
3.206000000000101130e-03,1.101061083978624765e+03,5.995490580413032067e-02
3.207000000000101263e-03,1.101061419504141213e+03,5.995489159925841693e-02
3.208000000000101395e-03,1.101061755032746078e+03,5.995487739429829210e-02
3.209000000000101528e-03,1.101062090564439359e+03,5.995486318924995311e-02
3.210000000000101661e-03,1.101062426099221511e+03,5.995484898411339303e-02
3.211000000000101794e-03,1.101062761637092535e+03,5.995483477888861185e-02
3.212000000000101926e-03,1.101063097178052885e+03,5.995482057357560957e-02
3.213000000000102059e-03,1.101063432722102561e+03,5.995480636817438619e-02
3.214000000000102192e-03,1.101063768269241791e+03,5.995479216268494171e-02
3.215000000000102325e-03,1.101064103819470802e+03,5.995477795710726920e-02
3.216000000000102457e-03,1.101064439372789820e+03,5.995476375144136866e-02
3.217000000000102590e-03,1.101064774929198848e+03,5.995474954568724008e-02
3.218000000000102723e-03,1.101065110488698338e+03,5.995473533984488346e-02
3.219000000000102855e-03,1.101065446051288291e+03,5.995472113391429880e-02
3.220000000000102988e-03,1.101065781616969161e+03,5.995470692789547917e-02
3.221000000000103121e-03,1.101066117185740950e+03,5.995469272178843151e-02
3.222000000000103254e-03,1.101066452757603884e+03,5.995467851559314887e-02
3.223000000000103386e-03,1.101066788332558190e+03,5.995466430930963125e-02
3.224000000000103519e-03,1.101067123910604096e+03,5.995465010293787173e-02
3.225000000000103652e-03,1.101067459491741829e+03,5.995463589647787722e-02
3.226000000000103785e-03,1.101067795075971617e+03,5.995462168992964080e-02
3.227000000000103917e-03,1.101068130663293459e+03,5.995460748329316247e-02
3.228000000000104050e-03,1.101068466253707811e+03,5.995459327656844223e-02
3.229000000000104183e-03,1.101068801847214672e+03,5.995457906975548007e-02
3.230000000000104315e-03,1.101069137443814270e+03,5.995456486285427600e-02
3.231000000000104448e-03,1.101069473043507060e+03,5.995455065586482307e-02
3.232000000000104581e-03,1.101069808646293041e+03,5.995453644878712129e-02
3.233000000000104714e-03,1.101070144252172213e+03,5.995452224162117066e-02
3.234000000000104846e-03,1.101070479861145031e+03,5.995450803436697118e-02
3.235000000000104979e-03,1.101070815473211724e+03,5.995449382702452285e-02
3.236000000000105112e-03,1.101071151088372517e+03,5.995447961959381872e-02
3.237000000000105245e-03,1.101071486706627411e+03,5.995446541207485880e-02
3.238000000000105377e-03,1.101071822327976633e+03,5.995445120446765003e-02
3.239000000000105510e-03,1.101072157952420639e+03,5.995443699677217853e-02
3.240000000000105643e-03,1.101072493579959428e+03,5.995442278898845123e-02
3.241000000000105775e-03,1.101072829210593227e+03,5.995440858111646815e-02
3.242000000000105908e-03,1.101073164844322264e+03,5.995439437315622233e-02
3.243000000000106041e-03,1.101073500481146539e+03,5.995438016510771378e-02
3.244000000000106174e-03,1.101073836121066506e+03,5.995436595697094251e-02
3.245000000000106306e-03,1.101074171764082394e+03,5.995435174874590850e-02
3.246000000000106439e-03,1.101074507410194201e+03,5.995433754043260483e-02
3.247000000000106572e-03,1.101074843059402156e+03,5.995432333203103842e-02
3.248000000000106705e-03,1.101075178711706712e+03,5.995430912354120234e-02
3.249000000000106837e-03,1.101075514367107871e+03,5.995429491496309660e-02
3.250000000000106970e-03,1.101075850025605860e+03,5.995428070629672118e-02
3.251000000000107103e-03,1.101076185687200677e+03,5.995426649754206916e-02
3.252000000000107235e-03,1.101076521351892779e+03,5.995425228869914747e-02
3.253000000000107368e-03,1.101076857019682393e+03,5.995423807976794917e-02
3.254000000000107501e-03,1.101077192690569518e+03,5.995422387074847426e-02
3.255000000000107634e-03,1.101077528364554610e+03,5.995420966164072274e-02
3.256000000000107766e-03,1.101077864041637667e+03,5.995419545244468768e-02
3.257000000000107899e-03,1.101078199721818919e+03,5.995418124316037600e-02
3.258000000000108032e-03,1.101078535405098592e+03,5.995416703378778078e-02
3.259000000000108165e-03,1.101078871091476913e+03,5.995415282432690202e-02
3.260000000000108297e-03,1.101079206780954109e+03,5.995413861477773970e-02
3.261000000000108430e-03,1.101079542473530410e+03,5.995412440514029384e-02
3.262000000000108563e-03,1.101079878169205813e+03,5.995411019541455749e-02
3.263000000000108695e-03,1.101080213867980774e+03,5.995409598560053760e-02
3.264000000000108828e-03,1.101080549569855293e+03,5.995408177569822722e-02
3.265000000000108961e-03,1.101080885274829598e+03,5.995406756570762635e-02
3.266000000000109094e-03,1.101081220982904142e+03,5.995405335562872806e-02
3.267000000000109226e-03,1.101081556694078927e+03,5.995403914546153928e-02
3.268000000000109359e-03,1.101081892408353951e+03,5.995402493520605308e-02
3.269000000000109492e-03,1.101082228125729671e+03,5.995401072486227639e-02
3.270000000000109625e-03,1.101082563846206313e+03,5.995399651443020228e-02
3.271000000000109757e-03,1.101082899569783876e+03,5.995398230390982380e-02
3.272000000000109890e-03,1.101083235296462817e+03,5.995396809330114790e-02
3.273000000000110023e-03,1.101083571026243135e+03,5.995395388260416764e-02
3.274000000000110155e-03,1.101083906759125057e+03,5.995393967181888994e-02
3.275000000000110288e-03,1.101084242495108811e+03,5.995392546094530789e-02
3.276000000000110421e-03,1.101084578234194623e+03,5.995391124998342147e-02
3.277000000000110554e-03,1.101084913976382722e+03,5.995389703893322375e-02
3.278000000000110686e-03,1.101085249721673335e+03,5.995388282779472167e-02
3.279000000000110819e-03,1.101085585470066690e+03,5.995386861656790828e-02
3.280000000000110952e-03,1.101085921221562785e+03,5.995385440525278359e-02
3.281000000000111085e-03,1.101086256976161849e+03,5.995384019384934760e-02
3.282000000000111217e-03,1.101086592733864336e+03,5.995382598235760030e-02
3.283000000000111350e-03,1.101086928494670246e+03,5.995381177077753476e-02
3.284000000000111483e-03,1.101087264258579808e+03,5.995379755910915792e-02
3.285000000000111615e-03,1.101087600025593247e+03,5.995378334735246284e-02
3.286000000000111748e-03,1.101087935795710791e+03,5.995376913550744952e-02
3.287000000000111881e-03,1.101088271568932441e+03,5.995375492357411101e-02
3.288000000000112014e-03,1.101088607345258652e+03,5.995374071155245427e-02
3.289000000000112146e-03,1.101088943124689422e+03,5.995372649944247234e-02
3.290000000000112279e-03,1.101089278907224980e+03,5.995371228724417217e-02
3.291000000000112412e-03,1.101089614692865780e+03,5.995369807495754683e-02
3.292000000000112545e-03,1.101089950481611822e+03,5.995368386258259630e-02
3.293000000000112677e-03,1.101090286273463335e+03,5.995366965011931365e-02
3.294000000000112810e-03,1.101090622068420544e+03,5.995365543756770582e-02
3.295000000000112943e-03,1.101090957866483450e+03,5.995364122492776587e-02
3.296000000000113075e-03,1.101091293667652508e+03,5.995362701219949381e-02
3.297000000000113208e-03,1.101091629471927718e+03,5.995361279938288962e-02
3.298000000000113341e-03,1.101091965279309534e+03,5.995359858647794637e-02
3.299000000000113474e-03,1.101092301089797957e+03,5.995358437348467101e-02
3.300000000000113606e-03,1.101092636903393213e+03,5.995357016040305659e-02
3.301000000000113739e-03,1.101092972720095531e+03,5.995355594723310311e-02
3.302000000000113872e-03,1.101093308539905138e+03,5.995354173397481057e-02
3.303000000000114005e-03,1.101093644362822261e+03,5.995352752062817897e-02
3.304000000000114137e-03,1.101093980188846899e+03,5.995351330719320831e-02
3.305000000000114270e-03,1.101094316017979509e+03,5.995349909366989166e-02
3.306000000000114403e-03,1.101094651850220089e+03,5.995348488005822901e-02
3.307000000000114535e-03,1.101094987685569095e+03,5.995347066635822036e-02
3.308000000000114668e-03,1.101095323524026526e+03,5.995345645256986572e-02
3.309000000000114801e-03,1.101095659365592610e+03,5.995344223869315814e-02
3.310000000000114934e-03,1.101095995210267574e+03,5.995342802472810456e-02
3.311000000000115066e-03,1.101096331058051419e+03,5.995341381067469805e-02
3.312000000000115199e-03,1.101096666908944599e+03,5.995339959653293860e-02
3.313000000000115332e-03,1.101097002762947341e+03,5.995338538230282621e-02
3.314000000000115465e-03,1.101097338620059645e+03,5.995337116798436089e-02
3.315000000000115597e-03,1.101097674480281739e+03,5.995335695357753569e-02
3.316000000000115730e-03,1.101098010343614078e+03,5.995334273908235062e-02
3.317000000000115863e-03,1.101098346210056661e+03,5.995332852449880567e-02
3.318000000000115995e-03,1.101098682079609716e+03,5.995331430982690085e-02
3.319000000000116128e-03,1.101099017952273243e+03,5.995330009506663616e-02
3.320000000000116261e-03,1.101099353828047697e+03,5.995328588021800464e-02
3.321000000000116394e-03,1.101099689706933304e+03,5.995327166528101326e-02
3.322000000000116526e-03,1.101100025588930066e+03,5.995325745025565506e-02
3.323000000000116659e-03,1.101100361474038436e+03,5.995324323514193005e-02
3.324000000000116792e-03,1.101100697362258416e+03,5.995322901993983822e-02
3.325000000000116925e-03,1.101101033253590231e+03,5.995321480464937264e-02
3.326000000000117057e-03,1.101101369148034109e+03,5.995320058927053330e-02
3.327000000000117190e-03,1.101101705045590279e+03,5.995318637380332716e-02
3.328000000000117323e-03,1.101102040946258967e+03,5.995317215824774726e-02
3.329000000000117455e-03,1.101102376850040173e+03,5.995315794260378667e-02
3.330000000000117588e-03,1.101102712756934352e+03,5.995314372687145232e-02
3.331000000000117721e-03,1.101103048666941504e+03,5.995312951105073729e-02
3.332000000000117854e-03,1.101103384580061856e+03,5.995311529514164850e-02
3.333000000000117986e-03,1.101103720496295637e+03,5.995310107914417902e-02
3.334000000000118119e-03,1.101104056415643072e+03,5.995308686305832191e-02
3.335000000000118252e-03,1.101104392338104390e+03,5.995307264688408411e-02
3.336000000000118385e-03,1.101104728263679817e+03,5.995305843062146561e-02
3.337000000000118517e-03,1.101105064192369582e+03,5.995304421427045949e-02
3.338000000000118650e-03,1.101105400124173684e+03,5.995302999783106573e-02
3.339000000000118783e-03,1.101105736059092578e+03,5.995301578130328435e-02
3.340000000000118915e-03,1.101106071997126264e+03,5.995300156468710839e-02
3.341000000000119048e-03,1.101106407938274970e+03,5.995298734798254481e-02
3.342000000000119181e-03,1.101106743882538922e+03,5.995297313118958665e-02
3.343000000000119314e-03,1.101107079829918348e+03,5.995295891430823393e-02
3.344000000000119446e-03,1.101107415780413476e+03,5.995294469733848663e-02
3.345000000000119579e-03,1.101107751734024305e+03,5.995293048028034477e-02
3.346000000000119712e-03,1.101108087690751290e+03,5.995291626313380834e-02
3.347000000000119845e-03,1.101108423650594432e+03,5.995290204589887040e-02
3.348000000000119977e-03,1.101108759613554184e+03,5.995288782857553095e-02
3.349000000000120110e-03,1.101109095579630548e+03,5.995287361116378999e-02
3.350000000000120243e-03,1.101109431548823750e+03,5.995285939366364752e-02
3.351000000000120375e-03,1.101109767521134017e+03,5.995284517607510355e-02
3.352000000000120508e-03,1.101110103496561578e+03,5.995283095839815113e-02
3.353000000000120641e-03,1.101110439475106432e+03,5.995281674063279026e-02
3.354000000000120774e-03,1.101110775456769034e+03,5.995280252277902094e-02
